REGION,TEST/TRN,MonthNo,Week      ,popdensity ,ssta       ,soi     ,typhoon_distance,typhoon_wind,rainfall   ,poverty    ,ndvi       ,evi        ,daily_temp ,nightly_temp,polstab     ,dengue,dengue_next
XI    ,TEST    ,1      ,1/31/2003 ,423.4254765,26.42499972,-0.3875 ,5.729332491     ,8.403225808 ,1.42       ,13562.44726,7603.4375  ,5223.0625  ,15614.57917,14281.08569 ,-0.067107047,125   ,81
XI    ,TEST    ,6      ,6/30/2003 ,426.0554968,25.84000015,-0.24   ,7.146678738     ,30.08646616 ,5.071175   ,13562.44726,7377.6     ,4399.6     ,15645.25952,11967.07929 ,-0.071363809,410   ,452
XI    ,TEST    ,11     ,11/30/2003,428.7466803,25.37999954,0.26    ,12.35261866     ,55.16327561 ,0.9522875  ,13562.44726,7112.95    ,4506.2     ,15722.91   ,14851.13424 ,-0.066063215,179   ,146
XI    ,TEST    ,4      ,4/30/2004 ,431.3767006,27.39999962,-0.1875 ,3.422061409     ,21          ,4.0336875  ,13562.44726,6142.625   ,4131.25    ,14078.94702,14765.71339 ,-0.06059766 ,256   ,390
XI    ,TEST    ,9      ,9/30/2004 ,434.0678841,25.0999999 ,-0.225  ,20.74351959     ,62.21869277 ,2.37628125 ,13562.44726,7219       ,4875.5     ,16003.39043,12961.18229 ,-0.054718233,155   ,147
XI    ,TEST    ,2      ,2/28/2005 ,436.7590676,26.19999981,-1.825  ,-1              ,-1          ,3.014171875,13562.44726,7428.625   ,4734.25    ,15694.18423,14746.25085 ,-0.048554813,182   ,134
XI    ,TEST    ,7      ,7/31/2005 ,439.3890879,26.07999992,5.55E-18,11.23322266     ,29.25222875 ,1.574425   ,13562.44726,6988.45    ,5211.2     ,11026.67   ,5995.916667 ,-0.042262508,342   ,348
XI    ,TEST    ,12     ,12/31/2005,442.0191081,24.1500001 ,0.6375  ,3.109861523     ,7.5         ,4.588375   ,13562.44726,5230       ,3765.75    ,9765.425   ,9204.0625   ,-0.03571049 ,38    ,152
XII   ,TEST    ,1      ,1/31/2001 ,260.3683705,24.9000001 ,1.2625  ,-1              ,-1          ,2.758715625,12567.88526,7469       ,4400.125   ,11314.3125 ,12952.19034 ,-0.095659922,7     ,28
XII   ,TEST    ,6      ,6/30/2001 ,262.0598707,26.5       ,0.1125  ,-1              ,-1          ,3.536025   ,12567.88526,7629.0625  ,5233.8125  ,7680.75    ,1923        ,-0.092324385,52    ,72
XII   ,TEST    ,11     ,11/30/2001,263.8319185,24.34999943,0.1375  ,-1              ,-1          ,1.14014375 ,12567.88526,6586.375   ,4838.583333,9742.833334,5614.1375   ,-0.088508188,4     ,8
XII   ,TEST    ,4      ,4/30/2002 ,265.6039663,27.57499981,-0.3625 ,-1              ,-1          ,4.979684375,12567.88526,7274.5     ,4779.25    ,15418.06667,13080.09945 ,-0.084368467,28    ,23
XII   ,TEST    ,9      ,9/30/2002 ,267.3357402,25.54000015,-0.52   ,19.26563759     ,42.86078947 ,2.0005     ,12567.88526,7418.45    ,4561.45    ,12361.3    ,8958.108263 ,-0.080015646,33    ,31
XII   ,TEST    ,2      ,2/28/2003 ,269.0675142,26.57499981,-0.55   ,-1              ,-1          ,1.1757125  ,12567.88526,7232       ,4994       ,11409.91667,13019.632   ,-0.075365421,108   ,193
XII   ,TEST    ,7      ,7/31/2003 ,270.839562 ,25.82499981,0.225   ,6.137523405     ,25.00724638 ,1.57900625 ,12567.88526,7693.0625  ,4946.375   ,9528.270834,3798.4375   ,-0.070304164,168   ,7
XII   ,TEST    ,12     ,12/31/2003,272.6116098,25.5250001 ,0.2     ,-1              ,-1          ,2.4910625  ,12567.88526,7639.6875  ,5310.25    ,11471.72917,9458.4375   ,-0.064942622,1     ,45
XII   ,TEST    ,5      ,5/31/2004 ,274.3433838,26.80000038,0.28    ,1.921404704     ,12.3971831  ,2.5055125  ,12567.88526,7644.6     ,4971.4     ,12306.5    ,7428.273809 ,-0.059418216,54    ,120
XII   ,TEST    ,10     ,10/31/2004,276.1154316,25.32000008,-0.34   ,15.83701198     ,59.96666667 ,5.3102225  ,12567.88526,7786.8     ,5349.85    ,15344.38667,13406.94797 ,-0.053480226,43    ,59
XII   ,TEST    ,3      ,3/31/2005 ,277.8472056,26.875     ,-0.0375 ,1.93046047      ,11.0882353  ,1.508196875,12567.88526,6958.75    ,4073       ,11631.34375,13049.07292 ,-0.047404139,169   ,167
XII   ,TEST    ,8      ,8/31/2005 ,279.6192534,25.25000048,-0.0375 ,21.02968793     ,63.6910636  ,0.44403125 ,12567.88526,7419.375   ,5007.4375  ,11468.625  ,11049.60684 ,-0.040912665,215   ,130
XII   ,TEST    ,1      ,1/31/2006 ,281.3510274,24.92000008,1.06    ,-1              ,-1          ,2.8109075  ,12604.6958 ,7839.75    ,5417.55    ,13586.45   ,11971.31909 ,-0.035320015,79    ,58
XIII  ,TEST    ,2      ,2/28/2001 ,338.9325499,25.87499953,1.4     ,-1              ,-1          ,4.55619375 ,14437.67285,7243.138889,4882.416667,15246.57361,11309.91898 ,-0.095047958,12    ,13
XIII  ,TEST    ,7      ,7/31/2001 ,340.2812387,25.54000015,-0.28   ,-1              ,-1          ,0.327535   ,14437.67285,7026.433333,5114.066667,12504.67778,11243.96667 ,-0.091570151,38    ,24
XIII  ,TEST    ,12     ,12/31/2001,341.6612923,24.55999985,-0.32   ,3.640952291     ,11.02845745 ,1.39006    ,14437.67285,5177.566667,3586.588889,10023.95444,8700.925715 ,-0.087687304,28    ,27
XIII  ,TEST    ,5      ,5/31/2002 ,343.009981 ,27.25      ,-0.575  ,7.932331453     ,23.45       ,2.900925   ,14437.67285,7516.25    ,5093.416667,15685.13274,13796.86457 ,-0.083581491,6     ,5
XIII  ,TEST    ,10     ,10/31/2002,344.3900346,25.75000047,-0.4375 ,151.2545041     ,38.48294788 ,0.91383125 ,14437.67285,7789.291667,5323.375   ,15413.80694,13900.42361 ,-0.079067001,17    ,40
XIII  ,TEST    ,3      ,3/31/2003 ,345.7387234,27.2       ,-0.22   ,-1              ,-1          ,1.352485   ,14437.67285,7310.644444,5348       ,15266.43619,14827.55479 ,-0.074354643,38    ,30
XIII  ,TEST    ,8      ,8/31/2003 ,347.118777 ,25.09999962,0.02    ,9.622576639     ,38.99189189 ,0.05941    ,14437.67285,7651.933333,5692.333333,13490.95   ,9194.6      ,-0.069231491,75    ,58
XIII  ,TEST    ,1      ,1/31/2004 ,348.4674657,25.82500029,-0.3625 ,1.951205003     ,8.681818183 ,2.17986875 ,14437.67285,7375.097222,4615.416667,13861.46968,14723.97375 ,-0.097857243,41    ,38
XIII  ,TEST    ,6      ,6/30/2004 ,349.8475193,26.42500019,-0.6875 ,12.56159297     ,77.35136128 ,0.9733     ,14437.67285,7634.916667,4743.5     ,11559.77817,7462.586183 ,-0.058227142,50    ,72
XIII  ,TEST    ,11     ,11/30/2004,351.2275729,25.44999981,-0.7375 ,6.617668228     ,31.34782609 ,0.4419375  ,14437.67285,7481.125   ,5107.291667,15350.32784,14861.02096 ,-0.052230826,56    ,8
XIII  ,TEST    ,4      ,4/30/2005 ,352.5448968,27.59999991,-0.675  ,1.984879767     ,15.93269231 ,1.1778625  ,14437.67285,7440.208333,5289.75    ,15433.67778,14809.77116 ,-0.046244306,66    ,77
XIII  ,TEST    ,9      ,9/30/2005 ,353.9249504,24.625     ,0.7     ,18.01588086     ,65.51662234 ,1.49226875 ,14437.67285,7828.916667,5894.416667,14272.33333,6337.458333 ,-0.03970309 ,84    ,74
XIII  ,TEST    ,2      ,2/28/2006 ,355.305004 ,25.99999953,0.7375  ,-1              ,-1          ,1.8731     ,14604.40951,7469.777778,4886.472222,13950.11101,12441.52315 ,-0.032891771,17    ,1
